,Eosinophil,pair
"('LSEC', 'NK', 'Neutrophil')",0.7413,"('LSEC', 'NK', 'Neutrophil')"
"('LSEC', 'NK', 'Stellate')",0.0289,"('LSEC', 'NK', 'Stellate')"
"('LSEC', 'Neutrophil', 'Stellate')",0.547,"('LSEC', 'Neutrophil', 'Stellate')"
"('Monocyte', 'NK', 'Neutrophil')",-0.2795,"('Monocyte', 'NK', 'Neutrophil')"
"('Monocyte', 'NK', 'Stellate')",-0.0908,"('Monocyte', 'NK', 'Stellate')"
"('Monocyte', 'Neutrophil', 'Stellate')",-0.4118,"('Monocyte', 'Neutrophil', 'Stellate')"
"('NK', 'Neutrophil', 'Stellate')",0.3301,"('NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8')",-0.498,"('B', 'Basophil', 'CD4', 'CD8')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte')",-0.2318,"('B', 'Basophil', 'CD4', 'Cholangiocyte')"
"('B', 'Basophil', 'CD4', 'Hepatocyte')",0.0424,"('B', 'Basophil', 'CD4', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'Kupffer')",-0.026,"('B', 'Basophil', 'CD4', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'LSEC')",-0.271,"('B', 'Basophil', 'CD4', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Monocyte')",-0.2469,"('B', 'Basophil', 'CD4', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'NK')",-0.491,"('B', 'Basophil', 'CD4', 'NK')"
"('B', 'Basophil', 'CD4', 'Neutrophil')",-0.3035,"('B', 'Basophil', 'CD4', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Stellate')",-0.4597,"('B', 'Basophil', 'CD4', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte')",-0.2343,"('B', 'Basophil', 'CD8', 'Cholangiocyte')"
"('B', 'Basophil', 'CD8', 'Hepatocyte')",-0.0012,"('B', 'Basophil', 'CD8', 'Hepatocyte')"
"('B', 'Basophil', 'CD8', 'Kupffer')",-0.1143,"('B', 'Basophil', 'CD8', 'Kupffer')"
"('B', 'Basophil', 'CD8', 'LSEC')",-0.3346,"('B', 'Basophil', 'CD8', 'LSEC')"
"('B', 'Basophil', 'CD8', 'Monocyte')",-0.1747,"('B', 'Basophil', 'CD8', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'NK')",-0.5884,"('B', 'Basophil', 'CD8', 'NK')"
"('B', 'Basophil', 'CD8', 'Neutrophil')",-0.2659,"('B', 'Basophil', 'CD8', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Stellate')",-0.4734,"('B', 'Basophil', 'CD8', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')",0.5431,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')",-0.0546,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')"
"('B', 'Basophil', 'Cholangiocyte', 'LSEC')",0.0809,"('B', 'Basophil', 'Cholangiocyte', 'LSEC')"
"('B', 'Basophil', 'Cholangiocyte', 'Monocyte')",-0.5202,"('B', 'Basophil', 'Cholangiocyte', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'NK')",-0.0004,"('B', 'Basophil', 'Cholangiocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Neutrophil')",-0.4857,"('B', 'Basophil', 'Cholangiocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Stellate')",-0.2728,"('B', 'Basophil', 'Cholangiocyte', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer')",0.0678,"('B', 'Basophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC')",0.0074,"('B', 'Basophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'Hepatocyte', 'Monocyte')",-0.1801,"('B', 'Basophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'Hepatocyte', 'NK')",-0.1111,"('B', 'Basophil', 'Hepatocyte', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'Neutrophil')",-0.0638,"('B', 'Basophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'Stellate')",-0.0329,"('B', 'Basophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'LSEC')",0.0374,"('B', 'Basophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'Kupffer', 'Monocyte')",-0.2711,"('B', 'Basophil', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'Kupffer', 'NK')",0.15,"('B', 'Basophil', 'Kupffer', 'NK')"
"('B', 'Basophil', 'Kupffer', 'Neutrophil')",-0.0255,"('B', 'Basophil', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'Kupffer', 'Stellate')",-0.264,"('B', 'Basophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'Monocyte')",-0.1865,"('B', 'Basophil', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'LSEC', 'NK')",-0.0289,"('B', 'Basophil', 'LSEC', 'NK')"
"('B', 'Basophil', 'LSEC', 'Neutrophil')",0.2427,"('B', 'Basophil', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'LSEC', 'Stellate')",-0.1215,"('B', 'Basophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Monocyte', 'NK')",-0.1089,"('B', 'Basophil', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Monocyte', 'Neutrophil')",-0.479,"('B', 'Basophil', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Monocyte', 'Stellate')",-0.3992,"('B', 'Basophil', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'NK', 'Neutrophil')",-0.1754,"('B', 'Basophil', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'NK', 'Stellate')",-0.1862,"('B', 'Basophil', 'NK', 'Stellate')"
"('B', 'Basophil', 'Neutrophil', 'Stellate')",-0.4817,"('B', 'Basophil', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte')",0.0642,"('B', 'CD4', 'CD8', 'Cholangiocyte')"
"('B', 'CD4', 'CD8', 'Hepatocyte')",0.1606,"('B', 'CD4', 'CD8', 'Hepatocyte')"
"('B', 'CD4', 'CD8', 'Kupffer')",-0.1945,"('B', 'CD4', 'CD8', 'Kupffer')"
"('B', 'CD4', 'CD8', 'LSEC')",-0.065,"('B', 'CD4', 'CD8', 'LSEC')"
"('B', 'CD4', 'CD8', 'Monocyte')",0.2132,"('B', 'CD4', 'CD8', 'Monocyte')"
"('B', 'CD4', 'CD8', 'NK')",0.2708,"('B', 'CD4', 'CD8', 'NK')"
"('B', 'CD4', 'CD8', 'Neutrophil')",0.2381,"('B', 'CD4', 'CD8', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Stellate')",-0.5042,"('B', 'CD4', 'CD8', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')",0.4119,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer')",0.217,"('B', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC')",0.4104,"('B', 'CD4', 'Cholangiocyte', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Monocyte')",-0.0202,"('B', 'CD4', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'NK')",0.461,"('B', 'CD4', 'Cholangiocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Neutrophil')",0.3814,"('B', 'CD4', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Stellate')",-0.2557,"('B', 'CD4', 'Cholangiocyte', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer')",0.3016,"('B', 'CD4', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'Hepatocyte', 'LSEC')",0.4719,"('B', 'CD4', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'Hepatocyte', 'Monocyte')",0.4381,"('B', 'CD4', 'Hepatocyte', 'Monocyte')"
"('B', 'CD4', 'Hepatocyte', 'NK')",0.3042,"('B', 'CD4', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'Neutrophil')",0.2855,"('B', 'CD4', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'Stellate')",-0.0971,"('B', 'CD4', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC')",0.0777,"('B', 'CD4', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Kupffer', 'Monocyte')",-0.2286,"('B', 'CD4', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'Kupffer', 'NK')",-0.0663,"('B', 'CD4', 'Kupffer', 'NK')"
"('B', 'CD4', 'Kupffer', 'Neutrophil')",0.1974,"('B', 'CD4', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'Kupffer', 'Stellate')",-0.7018,"('B', 'CD4', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'LSEC', 'Monocyte')",0.1583,"('B', 'CD4', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'LSEC', 'NK')",0.4366,"('B', 'CD4', 'LSEC', 'NK')"
"('B', 'CD4', 'LSEC', 'Neutrophil')",0.3642,"('B', 'CD4', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'LSEC', 'Stellate')",-0.1142,"('B', 'CD4', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Monocyte', 'NK')",0.024,"('B', 'CD4', 'Monocyte', 'NK')"
"('B', 'CD4', 'Monocyte', 'Neutrophil')",-0.0112,"('B', 'CD4', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'Monocyte', 'Stellate')",-0.2352,"('B', 'CD4', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'NK', 'Neutrophil')",0.4183,"('B', 'CD4', 'NK', 'Neutrophil')"
"('B', 'CD4', 'NK', 'Stellate')",0.0928,"('B', 'CD4', 'NK', 'Stellate')"
"('B', 'CD4', 'Neutrophil', 'Stellate')",0.0627,"('B', 'CD4', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.3525,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer')",-0.0662,"('B', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC')",-0.0207,"('B', 'CD8', 'Cholangiocyte', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte')",-0.7696,"('B', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'NK')",0.0533,"('B', 'CD8', 'Cholangiocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.6017,"('B', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Stellate')",-0.4456,"('B', 'CD8', 'Cholangiocyte', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer')",0.138,"('B', 'CD8', 'Hepatocyte', 'Kupffer')"
"('B', 'CD8', 'Hepatocyte', 'LSEC')",0.2677,"('B', 'CD8', 'Hepatocyte', 'LSEC')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte')",0.3154,"('B', 'CD8', 'Hepatocyte', 'Monocyte')"
"('B', 'CD8', 'Hepatocyte', 'NK')",0.3179,"('B', 'CD8', 'Hepatocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Neutrophil')",0.594,"('B', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Stellate')",-0.3401,"('B', 'CD8', 'Hepatocyte', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC')",-0.1327,"('B', 'CD8', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Kupffer', 'Monocyte')",-0.0128,"('B', 'CD8', 'Kupffer', 'Monocyte')"
"('B', 'CD8', 'Kupffer', 'NK')",-0.2668,"('B', 'CD8', 'Kupffer', 'NK')"
"('B', 'CD8', 'Kupffer', 'Neutrophil')",0.4873,"('B', 'CD8', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'Stellate')",-0.7933,"('B', 'CD8', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Monocyte')",-0.0179,"('B', 'CD8', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'LSEC', 'NK')",-0.2071,"('B', 'CD8', 'LSEC', 'NK')"
"('B', 'CD8', 'LSEC', 'Neutrophil')",0.2899,"('B', 'CD8', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'LSEC', 'Stellate')",-0.3808,"('B', 'CD8', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Monocyte', 'NK')",0.0767,"('B', 'CD8', 'Monocyte', 'NK')"
"('B', 'CD8', 'Monocyte', 'Neutrophil')",-0.1406,"('B', 'CD8', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'Monocyte', 'Stellate')",-0.5344,"('B', 'CD8', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'NK', 'Neutrophil')",0.0678,"('B', 'CD8', 'NK', 'Neutrophil')"
"('B', 'CD8', 'NK', 'Stellate')",-0.4707,"('B', 'CD8', 'NK', 'Stellate')"
"('B', 'CD8', 'Neutrophil', 'Stellate')",-0.0568,"('B', 'CD8', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.5908,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.5372,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.6299,"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.385,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.8286,"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.2082,"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.2042,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte')",-0.4759,"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK')",-0.0743,"('B', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.3155,"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')",-0.6036,"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.0671,"('B', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'Cholangiocyte', 'LSEC', 'NK')",0.2909,"('B', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.5351,"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'LSEC', 'Stellate')",-0.1092,"('B', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Monocyte', 'NK')",-0.252,"('B', 'Cholangiocyte', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",0.1781,"('B', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Monocyte', 'Stellate')",-0.28,"('B', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'NK', 'Neutrophil')",0.6157,"('B', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'NK', 'Stellate')",-0.2005,"('B', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Neutrophil', 'Stellate')",-0.2746,"('B', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC')",0.509,"('B', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.0221,"('B', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Hepatocyte', 'Kupffer', 'NK')",0.3173,"('B', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil')",-0.5088,"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'Stellate')",-0.2006,"('B', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'Monocyte')",0.5593,"('B', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Hepatocyte', 'LSEC', 'NK')",0.3928,"('B', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.2602,"('B', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Hepatocyte', 'LSEC', 'Stellate')",0.1175,"('B', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Hepatocyte', 'Monocyte', 'NK')",0.3623,"('B', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'Hepatocyte', 'Monocyte', 'Neutrophil')",-0.1345,"('B', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Hepatocyte', 'Monocyte', 'Stellate')",-0.0425,"('B', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Hepatocyte', 'NK', 'Neutrophil')",0.0173,"('B', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'NK', 'Stellate')",-0.0991,"('B', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Neutrophil', 'Stellate')",-0.1644,"('B', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'Monocyte')",-0.4286,"('B', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Kupffer', 'LSEC', 'NK')",0.2041,"('B', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Kupffer', 'LSEC', 'Neutrophil')",0.2705,"('B', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Kupffer', 'LSEC', 'Stellate')",0.028,"('B', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Kupffer', 'Monocyte', 'NK')",-0.1677,"('B', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Kupffer', 'Monocyte', 'Neutrophil')",-0.1043,"('B', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Kupffer', 'Monocyte', 'Stellate')",-0.6817,"('B', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Kupffer', 'NK', 'Neutrophil')",0.4968,"('B', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Kupffer', 'NK', 'Stellate')",-0.4354,"('B', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Kupffer', 'Neutrophil', 'Stellate')",-0.5635,"('B', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'LSEC', 'Monocyte', 'NK')",0.2453,"('B', 'LSEC', 'Monocyte', 'NK')"
"('B', 'LSEC', 'Monocyte', 'Neutrophil')",0.5776,"('B', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'LSEC', 'Monocyte', 'Stellate')",-0.1844,"('B', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'LSEC', 'NK', 'Neutrophil')",0.6306,"('B', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'LSEC', 'NK', 'Stellate')",0.1896,"('B', 'LSEC', 'NK', 'Stellate')"
"('B', 'LSEC', 'Neutrophil', 'Stellate')",0.3663,"('B', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Monocyte', 'NK', 'Neutrophil')",0.2571,"('B', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'Monocyte', 'NK', 'Stellate')",-0.132,"('B', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Monocyte', 'Neutrophil', 'Stellate')",-0.1575,"('B', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'NK', 'Neutrophil', 'Stellate')",0.4164,"('B', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')",0.1242,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte')",0.0935,"('Basophil', 'CD4', 'CD8', 'Hepatocyte')"
"('Basophil', 'CD4', 'CD8', 'Kupffer')",-0.1822,"('Basophil', 'CD4', 'CD8', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'LSEC')",0.0632,"('Basophil', 'CD4', 'CD8', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Monocyte')",-0.3996,"('Basophil', 'CD4', 'CD8', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'NK')",-0.5346,"('Basophil', 'CD4', 'CD8', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Neutrophil')",-0.4506,"('Basophil', 'CD4', 'CD8', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Stellate')",-0.1894,"('Basophil', 'CD4', 'CD8', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')",0.6266,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')",0.1502,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')",0.5028,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte')",-0.2426,"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'NK')",0.2955,"('Basophil', 'CD4', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil')",-0.0322,"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')",0.0389,"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')",0.2744,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')",0.5389,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte')",-0.1824,"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Hepatocyte', 'NK')",0.21,"('Basophil', 'CD4', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil')",0.3854,"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')",0.2446,"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC')",0.2372,"('Basophil', 'CD4', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Kupffer', 'Monocyte')",-0.406,"('Basophil', 'CD4', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'Kupffer', 'NK')",-0.048,"('Basophil', 'CD4', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Kupffer', 'Neutrophil')",0.1787,"('Basophil', 'CD4', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'Kupffer', 'Stellate')",-0.1721,"('Basophil', 'CD4', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'Monocyte')",-0.1413,"('Basophil', 'CD4', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'LSEC', 'NK')",0.242,"('Basophil', 'CD4', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'LSEC', 'Neutrophil')",0.2491,"('Basophil', 'CD4', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'LSEC', 'Stellate')",-0.0635,"('Basophil', 'CD4', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Monocyte', 'NK')",-0.3272,"('Basophil', 'CD4', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Monocyte', 'Neutrophil')",-0.6386,"('Basophil', 'CD4', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Monocyte', 'Stellate')",0.2533,"('Basophil', 'CD4', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'NK', 'Neutrophil')",-0.1287,"('Basophil', 'CD4', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'NK', 'Stellate')",0.1294,"('Basophil', 'CD4', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Neutrophil', 'Stellate')",-0.3221,"('Basophil', 'CD4', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.4355,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')",0.1932,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC')",0.3021,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte')",-0.5559,"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'NK')",-0.1813,"('Basophil', 'CD8', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Neutrophil')",-0.1178,"('Basophil', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Stellate')",-0.4628,"('Basophil', 'CD8', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer')",0.1481,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Hepatocyte', 'LSEC')",0.4622,"('Basophil', 'CD8', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD8', 'Hepatocyte', 'Monocyte')",-0.238,"('Basophil', 'CD8', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD8', 'Hepatocyte', 'NK')",0.3263,"('Basophil', 'CD8', 'Hepatocyte', 'NK')"
"('Basophil', 'CD8', 'Hepatocyte', 'Neutrophil')",0.2372,"('Basophil', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD8', 'Hepatocyte', 'Stellate')",-0.0101,"('Basophil', 'CD8', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD8', 'Kupffer', 'LSEC')",0.0406,"('Basophil', 'CD8', 'Kupffer', 'LSEC')"
