,Neutrophil,pair
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5054,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5295,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.416,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4073,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.2377,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",-0.133,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",-0.0728,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')",0.138,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.0898,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",-0.2058,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6554,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.6329,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.5558,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')",0.5874,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.5558,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.5189,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')",0.4633,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.3813,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.0184,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')",0.3821,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5097,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4428,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4453,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4523,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4984,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3041,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.123,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.175,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1731,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.1186,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6638,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6483,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.6087,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5908,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4339,"('B', 'Basophil', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5051,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4536,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.478,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4967,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4642,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3282,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.1824,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.1362,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1075,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.1542,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6122,"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5409,"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5308,"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5205,"('B', 'Basophil', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3638,"('B', 'Basophil', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.477,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.4333,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4731,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4299,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2144,"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5318,"('B', 'Basophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.578,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.0896,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.3492,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')",-0.1365,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')",-0.1226,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')",0.6181,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte')",0.6714,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')",0.5796,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')",0.6025,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte')",0.5093,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')",0.0042,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')",0.1497,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK')",0.2952,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Stellate')",0.4553,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')",-0.0001,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5834,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5586,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.493,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5864,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')",0.3092,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",-0.1023,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.0172,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK')",-0.0109,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')",0.2425,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",-0.0639,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6804,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.6362,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.6559,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK')",0.6289,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.7033,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.6947,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK')",0.422,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')",0.4868,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.1711,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Stellate')",0.4503,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5573,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5787,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.4393,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4591,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.3684,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",-0.0501,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",-0.0863,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')",0.1146,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.2846,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",-0.1676,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.7021,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.7015,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.6647,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')",0.6641,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.6439,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.6071,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')",0.3903,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.4531,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.1325,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')",0.2544,"('B', 'CD4', 'CD8', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6566,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5197,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5138,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.436,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.585,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5129,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3498,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2468,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.0085,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.2197,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6751,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6265,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.7073,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6039,"('B', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4396,"('B', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.53,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5563,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.3304,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
