,NK,pair
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.6087,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6928,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.6625,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.665,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7173,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.6914,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.6449,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.6309,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.772,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6174,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.6602,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.6082,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')",0.617,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.6502,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.6796,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')",0.6339,"('CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.6797,"('CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.6936,"('CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')",0.711,"('CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6126,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5973,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4771,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.5811,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6488,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7134,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.6275,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.671,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6941,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7007,"('CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.5815,"('CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5896,"('CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6622,"('CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6161,"('CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.6151,"('CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.7623,"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7685,"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.7426,"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6716,"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.71,"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7732,"('CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7645,"('CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.7701,"('CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.8054,"('CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7755,"('CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.709,"('CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6806,"('CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7557,"('CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7095,"('CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7098,"('CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7234,"('CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7372,"('CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7192,"('CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6786,"('CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7779,"('CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD4', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.6783,"('CD4', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.7543,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.7484,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.8007,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.8039,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.8118,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7934,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.7822,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.7496,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.8457,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.8406,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.755,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.6799,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.7173,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6679,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.7686,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.7731,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')",0.728,"('CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.7991,"('CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.7407,"('CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')",0.7812,"('CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6984,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7293,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5962,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.7251,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.8045,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.8076,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7399,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.7424,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.731,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.816,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.6881,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7061,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6159,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7469,"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7563,"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.8264,"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7857,"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.7689,"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.7107,"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.7694,"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.8358,"('CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7677,"('CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.8475,"('CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7948,"('CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7391,"('CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.6881,"('CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7692,"('CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.746,"('CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7529,"('CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7787,"('CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7285,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7441,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7615,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.753,"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7849,"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7407,"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6697,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.733,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.7284,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.7268,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6828,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7527,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7302,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.7596,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7937,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7535,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7002,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7003,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7258,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7298,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7162,"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.6761,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5881,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7329,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7258,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
