,Monocyte,pair
"('Kupffer', 'LSEC', 'Stellate')",0.1074,"('Kupffer', 'LSEC', 'Stellate')"
"('Kupffer', 'NK', 'Neutrophil')",0.4577,"('Kupffer', 'NK', 'Neutrophil')"
"('Kupffer', 'NK', 'Stellate')",0.4497,"('Kupffer', 'NK', 'Stellate')"
"('Kupffer', 'Neutrophil', 'Stellate')",-0.1086,"('Kupffer', 'Neutrophil', 'Stellate')"
"('LSEC', 'NK', 'Neutrophil')",0.6262,"('LSEC', 'NK', 'Neutrophil')"
"('LSEC', 'NK', 'Stellate')",0.6996,"('LSEC', 'NK', 'Stellate')"
"('LSEC', 'Neutrophil', 'Stellate')",0.65,"('LSEC', 'Neutrophil', 'Stellate')"
"('NK', 'Neutrophil', 'Stellate')",0.6534,"('NK', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8')",0.7149,"('B', 'Basophil', 'CD4', 'CD8')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte')",0.633,"('B', 'Basophil', 'CD4', 'Cholangiocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil')",0.5803,"('B', 'Basophil', 'CD4', 'Eosinophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte')",0.6273,"('B', 'Basophil', 'CD4', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'Kupffer')",0.4432,"('B', 'Basophil', 'CD4', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'LSEC')",0.6537,"('B', 'Basophil', 'CD4', 'LSEC')"
"('B', 'Basophil', 'CD4', 'NK')",0.7589,"('B', 'Basophil', 'CD4', 'NK')"
"('B', 'Basophil', 'CD4', 'Neutrophil')",0.3418,"('B', 'Basophil', 'CD4', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Stellate')",0.5848,"('B', 'Basophil', 'CD4', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte')",0.6411,"('B', 'Basophil', 'CD8', 'Cholangiocyte')"
"('B', 'Basophil', 'CD8', 'Eosinophil')",0.6201,"('B', 'Basophil', 'CD8', 'Eosinophil')"
"('B', 'Basophil', 'CD8', 'Hepatocyte')",0.617,"('B', 'Basophil', 'CD8', 'Hepatocyte')"
"('B', 'Basophil', 'CD8', 'Kupffer')",0.5272,"('B', 'Basophil', 'CD8', 'Kupffer')"
"('B', 'Basophil', 'CD8', 'LSEC')",0.7063,"('B', 'Basophil', 'CD8', 'LSEC')"
"('B', 'Basophil', 'CD8', 'NK')",0.6194,"('B', 'Basophil', 'CD8', 'NK')"
"('B', 'Basophil', 'CD8', 'Neutrophil')",0.6348,"('B', 'Basophil', 'CD8', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Stellate')",0.5934,"('B', 'Basophil', 'CD8', 'Stellate')"
"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil')",0.5981,"('B', 'Basophil', 'Cholangiocyte', 'Eosinophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')",0.7017,"('B', 'Basophil', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')",0.3686,"('B', 'Basophil', 'Cholangiocyte', 'Kupffer')"
"('B', 'Basophil', 'Cholangiocyte', 'LSEC')",0.4114,"('B', 'Basophil', 'Cholangiocyte', 'LSEC')"
"('B', 'Basophil', 'Cholangiocyte', 'NK')",0.7203,"('B', 'Basophil', 'Cholangiocyte', 'NK')"
"('B', 'Basophil', 'Cholangiocyte', 'Neutrophil')",0.4748,"('B', 'Basophil', 'Cholangiocyte', 'Neutrophil')"
"('B', 'Basophil', 'Cholangiocyte', 'Stellate')",0.2163,"('B', 'Basophil', 'Cholangiocyte', 'Stellate')"
"('B', 'Basophil', 'Eosinophil', 'Hepatocyte')",0.4485,"('B', 'Basophil', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'Eosinophil', 'Kupffer')",0.1606,"('B', 'Basophil', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'Eosinophil', 'LSEC')",0.2526,"('B', 'Basophil', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'Eosinophil', 'NK')",0.6263,"('B', 'Basophil', 'Eosinophil', 'NK')"
"('B', 'Basophil', 'Eosinophil', 'Neutrophil')",0.26,"('B', 'Basophil', 'Eosinophil', 'Neutrophil')"
"('B', 'Basophil', 'Eosinophil', 'Stellate')",0.2957,"('B', 'Basophil', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer')",0.1121,"('B', 'Basophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC')",0.4317,"('B', 'Basophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'Hepatocyte', 'NK')",0.6454,"('B', 'Basophil', 'Hepatocyte', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'Neutrophil')",0.4486,"('B', 'Basophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'Stellate')",0.3091,"('B', 'Basophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'LSEC')",0.1154,"('B', 'Basophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'Kupffer', 'NK')",0.5753,"('B', 'Basophil', 'Kupffer', 'NK')"
"('B', 'Basophil', 'Kupffer', 'Neutrophil')",0.5764,"('B', 'Basophil', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'Kupffer', 'Stellate')",0.3766,"('B', 'Basophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'NK')",0.6921,"('B', 'Basophil', 'LSEC', 'NK')"
"('B', 'Basophil', 'LSEC', 'Neutrophil')",0.4201,"('B', 'Basophil', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'LSEC', 'Stellate')",0.6244,"('B', 'Basophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'NK', 'Neutrophil')",0.4022,"('B', 'Basophil', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'NK', 'Stellate')",0.7066,"('B', 'Basophil', 'NK', 'Stellate')"
"('B', 'Basophil', 'Neutrophil', 'Stellate')",0.6677,"('B', 'Basophil', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte')",0.7046,"('B', 'CD4', 'CD8', 'Cholangiocyte')"
"('B', 'CD4', 'CD8', 'Eosinophil')",0.6348,"('B', 'CD4', 'CD8', 'Eosinophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte')",0.6782,"('B', 'CD4', 'CD8', 'Hepatocyte')"
"('B', 'CD4', 'CD8', 'Kupffer')",0.4349,"('B', 'CD4', 'CD8', 'Kupffer')"
"('B', 'CD4', 'CD8', 'LSEC')",0.7899,"('B', 'CD4', 'CD8', 'LSEC')"
"('B', 'CD4', 'CD8', 'NK')",0.7356,"('B', 'CD4', 'CD8', 'NK')"
"('B', 'CD4', 'CD8', 'Neutrophil')",0.6865,"('B', 'CD4', 'CD8', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Stellate')",0.6734,"('B', 'CD4', 'CD8', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil')",0.6588,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')",0.659,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer')",-0.0296,"('B', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC')",0.6611,"('B', 'CD4', 'Cholangiocyte', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'NK')",0.7731,"('B', 'CD4', 'Cholangiocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Neutrophil')",0.5245,"('B', 'CD4', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Stellate')",0.6158,"('B', 'CD4', 'Cholangiocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte')",0.6036,"('B', 'CD4', 'Eosinophil', 'Hepatocyte')"
"('B', 'CD4', 'Eosinophil', 'Kupffer')",0.4168,"('B', 'CD4', 'Eosinophil', 'Kupffer')"
"('B', 'CD4', 'Eosinophil', 'LSEC')",0.6111,"('B', 'CD4', 'Eosinophil', 'LSEC')"
"('B', 'CD4', 'Eosinophil', 'NK')",0.724,"('B', 'CD4', 'Eosinophil', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Neutrophil')",0.2456,"('B', 'CD4', 'Eosinophil', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Stellate')",0.4709,"('B', 'CD4', 'Eosinophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer')",-0.0145,"('B', 'CD4', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'Hepatocyte', 'LSEC')",0.6174,"('B', 'CD4', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'Hepatocyte', 'NK')",0.6583,"('B', 'CD4', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'Neutrophil')",0.3294,"('B', 'CD4', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'Stellate')",0.5057,"('B', 'CD4', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC')",0.003,"('B', 'CD4', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Kupffer', 'NK')",0.5592,"('B', 'CD4', 'Kupffer', 'NK')"
"('B', 'CD4', 'Kupffer', 'Neutrophil')",0.3855,"('B', 'CD4', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'Kupffer', 'Stellate')",-0.0306,"('B', 'CD4', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'LSEC', 'NK')",0.8328,"('B', 'CD4', 'LSEC', 'NK')"
"('B', 'CD4', 'LSEC', 'Neutrophil')",0.365,"('B', 'CD4', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'LSEC', 'Stellate')",0.6527,"('B', 'CD4', 'LSEC', 'Stellate')"
"('B', 'CD4', 'NK', 'Neutrophil')",0.4961,"('B', 'CD4', 'NK', 'Neutrophil')"
"('B', 'CD4', 'NK', 'Stellate')",0.723,"('B', 'CD4', 'NK', 'Stellate')"
"('B', 'CD4', 'Neutrophil', 'Stellate')",0.4525,"('B', 'CD4', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil')",0.7496,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.7343,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer')",0.0016,"('B', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC')",0.7254,"('B', 'CD8', 'Cholangiocyte', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'NK')",0.7424,"('B', 'CD8', 'Cholangiocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.5875,"('B', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Stellate')",0.5653,"('B', 'CD8', 'Cholangiocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte')",0.6254,"('B', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('B', 'CD8', 'Eosinophil', 'Kupffer')",0.3566,"('B', 'CD8', 'Eosinophil', 'Kupffer')"
"('B', 'CD8', 'Eosinophil', 'LSEC')",0.713,"('B', 'CD8', 'Eosinophil', 'LSEC')"
"('B', 'CD8', 'Eosinophil', 'NK')",0.5478,"('B', 'CD8', 'Eosinophil', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Neutrophil')",0.5641,"('B', 'CD8', 'Eosinophil', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Stellate')",0.7153,"('B', 'CD8', 'Eosinophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer')",0.0228,"('B', 'CD8', 'Hepatocyte', 'Kupffer')"
"('B', 'CD8', 'Hepatocyte', 'LSEC')",0.7285,"('B', 'CD8', 'Hepatocyte', 'LSEC')"
"('B', 'CD8', 'Hepatocyte', 'NK')",0.6873,"('B', 'CD8', 'Hepatocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Neutrophil')",0.4745,"('B', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Stellate')",0.6085,"('B', 'CD8', 'Hepatocyte', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC')",-0.024,"('B', 'CD8', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Kupffer', 'NK')",0.5026,"('B', 'CD8', 'Kupffer', 'NK')"
"('B', 'CD8', 'Kupffer', 'Neutrophil')",0.4208,"('B', 'CD8', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'Stellate')",0.1532,"('B', 'CD8', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'LSEC', 'NK')",0.719,"('B', 'CD8', 'LSEC', 'NK')"
"('B', 'CD8', 'LSEC', 'Neutrophil')",0.437,"('B', 'CD8', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'LSEC', 'Stellate')",0.6657,"('B', 'CD8', 'LSEC', 'Stellate')"
"('B', 'CD8', 'NK', 'Neutrophil')",0.4808,"('B', 'CD8', 'NK', 'Neutrophil')"
"('B', 'CD8', 'NK', 'Stellate')",0.6273,"('B', 'CD8', 'NK', 'Stellate')"
"('B', 'CD8', 'Neutrophil', 'Stellate')",0.5664,"('B', 'CD8', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.5669,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.1764,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.0869,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('B', 'Cholangiocyte', 'Eosinophil', 'NK')",0.7155,"('B', 'Cholangiocyte', 'Eosinophil', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.5426,"('B', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.3889,"('B', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.1283,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.6892,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.7155,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.6446,"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.5753,"('B', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')",-0.1265,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK')",0.3752,"('B', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.1831,"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')",-0.2269,"('B', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'NK')",0.7138,"('B', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.1373,"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'LSEC', 'Stellate')",0.629,"('B', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'NK', 'Neutrophil')",0.6873,"('B', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'NK', 'Stellate')",0.6474,"('B', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Neutrophil', 'Stellate')",0.3013,"('B', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.213,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.2937,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'Eosinophil', 'Hepatocyte', 'NK')",0.6329,"('B', 'Eosinophil', 'Hepatocyte', 'NK')"
"('B', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.2737,"('B', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.3021,"('B', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC')",0.1314,"('B', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Eosinophil', 'Kupffer', 'NK')",0.5857,"('B', 'Eosinophil', 'Kupffer', 'NK')"
"('B', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.362,"('B', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'Eosinophil', 'Kupffer', 'Stellate')",0.2314,"('B', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Eosinophil', 'LSEC', 'NK')",0.6845,"('B', 'Eosinophil', 'LSEC', 'NK')"
"('B', 'Eosinophil', 'LSEC', 'Neutrophil')",0.3155,"('B', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'Eosinophil', 'LSEC', 'Stellate')",0.6573,"('B', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Eosinophil', 'NK', 'Neutrophil')",0.7368,"('B', 'Eosinophil', 'NK', 'Neutrophil')"
"('B', 'Eosinophil', 'NK', 'Stellate')",0.7178,"('B', 'Eosinophil', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'Neutrophil', 'Stellate')",0.3956,"('B', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC')",0.0246,"('B', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Hepatocyte', 'Kupffer', 'NK')",0.319,"('B', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.3107,"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'Stellate')",-0.107,"('B', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'NK')",0.7345,"('B', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4115,"('B', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Hepatocyte', 'LSEC', 'Stellate')",0.6249,"('B', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Hepatocyte', 'NK', 'Neutrophil')",0.5352,"('B', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'NK', 'Stellate')",0.5841,"('B', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.197,"('B', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'NK')",0.5646,"('B', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Kupffer', 'LSEC', 'Neutrophil')",-0.0204,"('B', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Kupffer', 'LSEC', 'Stellate')",0.1861,"('B', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Kupffer', 'NK', 'Neutrophil')",0.5029,"('B', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Kupffer', 'NK', 'Stellate')",0.4777,"('B', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Kupffer', 'Neutrophil', 'Stellate')",0.026,"('B', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'LSEC', 'NK', 'Neutrophil')",0.5406,"('B', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'LSEC', 'NK', 'Stellate')",0.7176,"('B', 'LSEC', 'NK', 'Stellate')"
"('B', 'LSEC', 'Neutrophil', 'Stellate')",0.5219,"('B', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'NK', 'Neutrophil', 'Stellate')",0.5504,"('B', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')",0.6354,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil')",0.6158,"('Basophil', 'CD4', 'CD8', 'Eosinophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte')",0.6488,"('Basophil', 'CD4', 'CD8', 'Hepatocyte')"
"('Basophil', 'CD4', 'CD8', 'Kupffer')",0.4513,"('Basophil', 'CD4', 'CD8', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'LSEC')",0.7503,"('Basophil', 'CD4', 'CD8', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'NK')",0.5741,"('Basophil', 'CD4', 'CD8', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Neutrophil')",0.6936,"('Basophil', 'CD4', 'CD8', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Stellate')",0.7227,"('Basophil', 'CD4', 'CD8', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil')",0.2151,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')",0.5443,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')",0.1529,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')",0.5058,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'NK')",0.4358,"('Basophil', 'CD4', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil')",0.5173,"('Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')",0.5869,"('Basophil', 'CD4', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte')",0.4948,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer')",0.3458,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC')",0.5885,"('Basophil', 'CD4', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'NK')",0.6969,"('Basophil', 'CD4', 'Eosinophil', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Neutrophil')",0.036,"('Basophil', 'CD4', 'Eosinophil', 'Neutrophil')"
"('Basophil', 'CD4', 'Eosinophil', 'Stellate')",0.6095,"('Basophil', 'CD4', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')",-0.0744,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')",0.6355,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Hepatocyte', 'NK')",0.5146,"('Basophil', 'CD4', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil')",0.3734,"('Basophil', 'CD4', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')",0.5879,"('Basophil', 'CD4', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC')",0.052,"('Basophil', 'CD4', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Kupffer', 'NK')",0.5529,"('Basophil', 'CD4', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Kupffer', 'Neutrophil')",0.4386,"('Basophil', 'CD4', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'Kupffer', 'Stellate')",0.1217,"('Basophil', 'CD4', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'NK')",0.6644,"('Basophil', 'CD4', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'LSEC', 'Neutrophil')",0.5953,"('Basophil', 'CD4', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'LSEC', 'Stellate')",0.6173,"('Basophil', 'CD4', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'NK', 'Neutrophil')",0.5993,"('Basophil', 'CD4', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'NK', 'Stellate')",0.748,"('Basophil', 'CD4', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Neutrophil', 'Stellate')",0.6658,"('Basophil', 'CD4', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil')",0.5733,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.6778,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')",0.1234,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC')",0.6769,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'NK')",0.628,"('Basophil', 'CD8', 'Cholangiocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.5259,"('Basophil', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Stellate')",0.5632,"('Basophil', 'CD8', 'Cholangiocyte', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte')",0.6039,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer')",0.3988,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD8', 'Eosinophil', 'LSEC')",0.7351,"('Basophil', 'CD8', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD8', 'Eosinophil', 'NK')",0.5711,"('Basophil', 'CD8', 'Eosinophil', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'Neutrophil')",0.6218,"('Basophil', 'CD8', 'Eosinophil', 'Neutrophil')"
"('Basophil', 'CD8', 'Eosinophil', 'Stellate')",0.7039,"('Basophil', 'CD8', 'Eosinophil', 'Stellate')"
